Título	Tiempo de Lectura (min)	Nombre Completo Autor	Apellido Autor	Primer Nombre Autor	País	Género	URL Wikipedia	Categorías	Autores relacionados	Año de nacimiento	Año de muerte
Nadaba por el agua transparente...	0.355	García Valdés, Olvido	García Valdés	Olvido	Unknown	Unknown	https://es.wikipedia.org/wiki/Olvido_Garc%C3%ADa_Vald%C3%A9s	Alumnado de la Universidad de Oviedo,Alumnos de Filosofía y Letras de la Universidad de Valladolid,Críticos literarios de España del siglo XXI,Escritoras de España,Escritores en español del siglo XX,Escritores en español del siglo XXI,Españolas del siglo XX,Españolas del siglo XXI,Galardonados con el Premio-Taller de Poesía Pedro Salinas,Ganadores del Premio Nacional de Poesía (España),Mujeres,Nacidos en 1950,Personas vivas,Poetas de Asturias,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetisas de España,Pravianos,Traductores de España del siglo XXI,Traductores del italiano al español	Anna Ajmátova,Eduardo Milán,Pier Paolo Pasolini	Unknown	Unknown
Nastagio degli onesti	0.355	García Valdés, Olvido	García Valdés	Olvido	Unknown	Unknown	https://es.wikipedia.org/wiki/Olvido_Garc%C3%ADa_Vald%C3%A9s	Alumnado de la Universidad de Oviedo,Alumnos de Filosofía y Letras de la Universidad de Valladolid,Críticos literarios de España del siglo XXI,Escritoras de España,Escritores en español del siglo XX,Escritores en español del siglo XXI,Españolas del siglo XX,Españolas del siglo XXI,Galardonados con el Premio-Taller de Poesía Pedro Salinas,Ganadores del Premio Nacional de Poesía (España),Mujeres,Nacidos en 1950,Personas vivas,Poetas de Asturias,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetisas de España,Pravianos,Traductores de España del siglo XXI,Traductores del italiano al español	Anna Ajmátova,Eduardo Milán,Pier Paolo Pasolini	Unknown	Unknown
Otro país, otro paisaje...	0.355	García Valdés, Olvido	García Valdés	Olvido	Unknown	Unknown	https://es.wikipedia.org/wiki/Olvido_Garc%C3%ADa_Vald%C3%A9s	Alumnado de la Universidad de Oviedo,Alumnos de Filosofía y Letras de la Universidad de Valladolid,Críticos literarios de España del siglo XXI,Escritoras de España,Escritores en español del siglo XX,Escritores en español del siglo XXI,Españolas del siglo XX,Españolas del siglo XXI,Galardonados con el Premio-Taller de Poesía Pedro Salinas,Ganadores del Premio Nacional de Poesía (España),Mujeres,Nacidos en 1950,Personas vivas,Poetas de Asturias,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetisas de España,Pravianos,Traductores de España del siglo XXI,Traductores del italiano al español	Anna Ajmátova,Eduardo Milán,Pier Paolo Pasolini	Unknown	Unknown
Recordar este sábado...	0.355	García Valdés, Olvido	García Valdés	Olvido	Unknown	Unknown	https://es.wikipedia.org/wiki/Olvido_Garc%C3%ADa_Vald%C3%A9s	Alumnado de la Universidad de Oviedo,Alumnos de Filosofía y Letras de la Universidad de Valladolid,Críticos literarios de España del siglo XXI,Escritoras de España,Escritores en español del siglo XX,Escritores en español del siglo XXI,Españolas del siglo XX,Españolas del siglo XXI,Galardonados con el Premio-Taller de Poesía Pedro Salinas,Ganadores del Premio Nacional de Poesía (España),Mujeres,Nacidos en 1950,Personas vivas,Poetas de Asturias,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetisas de España,Pravianos,Traductores de España del siglo XXI,Traductores del italiano al español	Anna Ajmátova,Eduardo Milán,Pier Paolo Pasolini	Unknown	Unknown
Te busco por las calles...	0.355	García Valdés, Olvido	García Valdés	Olvido	Unknown	Unknown	https://es.wikipedia.org/wiki/Olvido_Garc%C3%ADa_Vald%C3%A9s	Alumnado de la Universidad de Oviedo,Alumnos de Filosofía y Letras de la Universidad de Valladolid,Críticos literarios de España del siglo XXI,Escritoras de España,Escritores en español del siglo XX,Escritores en español del siglo XXI,Españolas del siglo XX,Españolas del siglo XXI,Galardonados con el Premio-Taller de Poesía Pedro Salinas,Ganadores del Premio Nacional de Poesía (España),Mujeres,Nacidos en 1950,Personas vivas,Poetas de Asturias,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetisas de España,Pravianos,Traductores de España del siglo XXI,Traductores del italiano al español	Anna Ajmátova,Eduardo Milán,Pier Paolo Pasolini	Unknown	Unknown
Tras el cristal	0.355	García Valdés, Olvido	García Valdés	Olvido	Unknown	Unknown	https://es.wikipedia.org/wiki/Olvido_Garc%C3%ADa_Vald%C3%A9s	Alumnado de la Universidad de Oviedo,Alumnos de Filosofía y Letras de la Universidad de Valladolid,Críticos literarios de España del siglo XXI,Escritoras de España,Escritores en español del siglo XX,Escritores en español del siglo XXI,Españolas del siglo XX,Españolas del siglo XXI,Galardonados con el Premio-Taller de Poesía Pedro Salinas,Ganadores del Premio Nacional de Poesía (España),Mujeres,Nacidos en 1950,Personas vivas,Poetas de Asturias,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetisas de España,Pravianos,Traductores de España del siglo XXI,Traductores del italiano al español	Anna Ajmátova,Eduardo Milán,Pier Paolo Pasolini	Unknown	Unknown
Verde	0.345	García Valdés, Olvido	García Valdés	Olvido	Unknown	Unknown	https://es.wikipedia.org/wiki/Olvido_Garc%C3%ADa_Vald%C3%A9s	Alumnado de la Universidad de Oviedo,Alumnos de Filosofía y Letras de la Universidad de Valladolid,Críticos literarios de España del siglo XXI,Escritoras de España,Escritores en español del siglo XX,Escritores en español del siglo XXI,Españolas del siglo XX,Españolas del siglo XXI,Galardonados con el Premio-Taller de Poesía Pedro Salinas,Ganadores del Premio Nacional de Poesía (España),Mujeres,Nacidos en 1950,Personas vivas,Poetas de Asturias,Poetas de España del siglo XX,Poetas de España del siglo XXI,Poetisas de España,Pravianos,Traductores de España del siglo XXI,Traductores del italiano al español	Anna Ajmátova,Eduardo Milán,Pier Paolo Pasolini	Unknown	Unknown
Acuarela	0.5	Garza, Humberto	Garza	Humberto	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Agonía	0.5	Garza, Humberto	Garza	Humberto	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Deseo	0.5	Garza, Humberto	Garza	Humberto	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Diluvio	0.495	Garza, Humberto	Garza	Humberto	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Evocación	0.495	Garza, Humberto	Garza	Humberto	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Mañana	0.495	Garza, Humberto	Garza	Humberto	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Marina	0.495	Garza, Humberto	Garza	Humberto	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Morfina	0.495	Garza, Humberto	Garza	Humberto	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Profecía a una moderna Penélope	0.495	Garza, Humberto	Garza	Humberto	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Sin rumbo	0.495	Garza, Humberto	Garza	Humberto	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Sólo yo	0.495	Garza, Humberto	Garza	Humberto	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Sueño	0.495	Garza, Humberto	Garza	Humberto	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Transformación	0.495	Garza, Humberto	Garza	Humberto	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Ya no quisiera cantar	0.495	Garza, Humberto	Garza	Humberto	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
A una joven italiana	0.615	Gautier, Téophile	Gautier	Téophile	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Th%C3%A9ophile_Gautier	Críticos de teatro de Francia,Críticos literarios de Francia,Dramaturgos de Francia del siglo XIX,Escritores costumbristas,Escritores en francés del siglo XIX,Fallecidos en 1872,Fallecidos en Neuilly-sur-Seine,Fotógrafos de Francia del siglo XIX,Hombres,Nacidos en 1811,Nacidos en Tarbes,Parnasianismo,Periodistas de Francia del siglo XIX,Poetas de Francia del siglo XIX,Sepultados en el cementerio de Montmartre,Théophile Gautier,Viajeros del siglo XIX por España	Charles Baudelaire,Gérard de Nerval,Honoré de Balzac,Victor Hugo	Unknown	Unknown
El arte	0.615	Gautier, Téophile	Gautier	Téophile	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Th%C3%A9ophile_Gautier	Críticos de teatro de Francia,Críticos literarios de Francia,Dramaturgos de Francia del siglo XIX,Escritores costumbristas,Escritores en francés del siglo XIX,Fallecidos en 1872,Fallecidos en Neuilly-sur-Seine,Fotógrafos de Francia del siglo XIX,Hombres,Nacidos en 1811,Nacidos en Tarbes,Parnasianismo,Periodistas de Francia del siglo XIX,Poetas de Francia del siglo XIX,Sepultados en el cementerio de Montmartre,Théophile Gautier,Viajeros del siglo XIX por España	Charles Baudelaire,Gérard de Nerval,Honoré de Balzac,Victor Hugo	Unknown	Unknown
El hipopótamo	0.615	Gautier, Téophile	Gautier	Téophile	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Th%C3%A9ophile_Gautier	Críticos de teatro de Francia,Críticos literarios de Francia,Dramaturgos de Francia del siglo XIX,Escritores costumbristas,Escritores en francés del siglo XIX,Fallecidos en 1872,Fallecidos en Neuilly-sur-Seine,Fotógrafos de Francia del siglo XIX,Hombres,Nacidos en 1811,Nacidos en Tarbes,Parnasianismo,Periodistas de Francia del siglo XIX,Poetas de Francia del siglo XIX,Sepultados en el cementerio de Montmartre,Théophile Gautier,Viajeros del siglo XIX por España	Charles Baudelaire,Gérard de Nerval,Honoré de Balzac,Victor Hugo	Unknown	Unknown
El traje rosa	0.615	Gautier, Téophile	Gautier	Téophile	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Th%C3%A9ophile_Gautier	Críticos de teatro de Francia,Críticos literarios de Francia,Dramaturgos de Francia del siglo XIX,Escritores costumbristas,Escritores en francés del siglo XIX,Fallecidos en 1872,Fallecidos en Neuilly-sur-Seine,Fotógrafos de Francia del siglo XIX,Hombres,Nacidos en 1811,Nacidos en Tarbes,Parnasianismo,Periodistas de Francia del siglo XIX,Poetas de Francia del siglo XIX,Sepultados en el cementerio de Montmartre,Théophile Gautier,Viajeros del siglo XIX por España	Charles Baudelaire,Gérard de Nerval,Honoré de Balzac,Victor Hugo	Unknown	Unknown
Humo	0.615	Gautier, Téophile	Gautier	Téophile	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Th%C3%A9ophile_Gautier	Críticos de teatro de Francia,Críticos literarios de Francia,Dramaturgos de Francia del siglo XIX,Escritores costumbristas,Escritores en francés del siglo XIX,Fallecidos en 1872,Fallecidos en Neuilly-sur-Seine,Fotógrafos de Francia del siglo XIX,Hombres,Nacidos en 1811,Nacidos en Tarbes,Parnasianismo,Periodistas de Francia del siglo XIX,Poetas de Francia del siglo XIX,Sepultados en el cementerio de Montmartre,Théophile Gautier,Viajeros del siglo XIX por España	Charles Baudelaire,Gérard de Nerval,Honoré de Balzac,Victor Hugo	Unknown	Unknown
Las palomas	0.615	Gautier, Téophile	Gautier	Téophile	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Th%C3%A9ophile_Gautier	Críticos de teatro de Francia,Críticos literarios de Francia,Dramaturgos de Francia del siglo XIX,Escritores costumbristas,Escritores en francés del siglo XIX,Fallecidos en 1872,Fallecidos en Neuilly-sur-Seine,Fotógrafos de Francia del siglo XIX,Hombres,Nacidos en 1811,Nacidos en Tarbes,Parnasianismo,Periodistas de Francia del siglo XIX,Poetas de Francia del siglo XIX,Sepultados en el cementerio de Montmartre,Théophile Gautier,Viajeros del siglo XIX por España	Charles Baudelaire,Gérard de Nerval,Honoré de Balzac,Victor Hugo	Unknown	Unknown
Lied	0.615	Gautier, Téophile	Gautier	Téophile	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Th%C3%A9ophile_Gautier	Críticos de teatro de Francia,Críticos literarios de Francia,Dramaturgos de Francia del siglo XIX,Escritores costumbristas,Escritores en francés del siglo XIX,Fallecidos en 1872,Fallecidos en Neuilly-sur-Seine,Fotógrafos de Francia del siglo XIX,Hombres,Nacidos en 1811,Nacidos en Tarbes,Parnasianismo,Periodistas de Francia del siglo XIX,Poetas de Francia del siglo XIX,Sepultados en el cementerio de Montmartre,Théophile Gautier,Viajeros del siglo XIX por España	Charles Baudelaire,Gérard de Nerval,Honoré de Balzac,Victor Hugo	Unknown	Unknown
Lo que dicen las golondrinas	0.615	Gautier, Téophile	Gautier	Téophile	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Th%C3%A9ophile_Gautier	Críticos de teatro de Francia,Críticos literarios de Francia,Dramaturgos de Francia del siglo XIX,Escritores costumbristas,Escritores en francés del siglo XIX,Fallecidos en 1872,Fallecidos en Neuilly-sur-Seine,Fotógrafos de Francia del siglo XIX,Hombres,Nacidos en 1811,Nacidos en Tarbes,Parnasianismo,Periodistas de Francia del siglo XIX,Poetas de Francia del siglo XIX,Sepultados en el cementerio de Montmartre,Théophile Gautier,Viajeros del siglo XIX por España	Charles Baudelaire,Gérard de Nerval,Honoré de Balzac,Victor Hugo	Unknown	Unknown
Paisaje	0.615	Gautier, Téophile	Gautier	Téophile	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Th%C3%A9ophile_Gautier	Críticos de teatro de Francia,Críticos literarios de Francia,Dramaturgos de Francia del siglo XIX,Escritores costumbristas,Escritores en francés del siglo XIX,Fallecidos en 1872,Fallecidos en Neuilly-sur-Seine,Fotógrafos de Francia del siglo XIX,Hombres,Nacidos en 1811,Nacidos en Tarbes,Parnasianismo,Periodistas de Francia del siglo XIX,Poetas de Francia del siglo XIX,Sepultados en el cementerio de Montmartre,Théophile Gautier,Viajeros del siglo XIX por España	Charles Baudelaire,Gérard de Nerval,Honoré de Balzac,Victor Hugo	Unknown	Unknown
Pastel	0.61	Gautier, Téophile	Gautier	Téophile	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Th%C3%A9ophile_Gautier	Críticos de teatro de Francia,Críticos literarios de Francia,Dramaturgos de Francia del siglo XIX,Escritores costumbristas,Escritores en francés del siglo XIX,Fallecidos en 1872,Fallecidos en Neuilly-sur-Seine,Fotógrafos de Francia del siglo XIX,Hombres,Nacidos en 1811,Nacidos en Tarbes,Parnasianismo,Periodistas de Francia del siglo XIX,Poetas de Francia del siglo XIX,Sepultados en el cementerio de Montmartre,Théophile Gautier,Viajeros del siglo XIX por España	Charles Baudelaire,Gérard de Nerval,Honoré de Balzac,Victor Hugo	Unknown	Unknown
Soneto japonés	0.61	Gautier, Téophile	Gautier	Téophile	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Th%C3%A9ophile_Gautier	Críticos de teatro de Francia,Críticos literarios de Francia,Dramaturgos de Francia del siglo XIX,Escritores costumbristas,Escritores en francés del siglo XIX,Fallecidos en 1872,Fallecidos en Neuilly-sur-Seine,Fotógrafos de Francia del siglo XIX,Hombres,Nacidos en 1811,Nacidos en Tarbes,Parnasianismo,Periodistas de Francia del siglo XIX,Poetas de Francia del siglo XIX,Sepultados en el cementerio de Montmartre,Théophile Gautier,Viajeros del siglo XIX por España	Charles Baudelaire,Gérard de Nerval,Honoré de Balzac,Victor Hugo	Unknown	Unknown
Tristeza en mar	0.61	Gautier, Téophile	Gautier	Téophile	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Th%C3%A9ophile_Gautier	Críticos de teatro de Francia,Críticos literarios de Francia,Dramaturgos de Francia del siglo XIX,Escritores costumbristas,Escritores en francés del siglo XIX,Fallecidos en 1872,Fallecidos en Neuilly-sur-Seine,Fotógrafos de Francia del siglo XIX,Hombres,Nacidos en 1811,Nacidos en Tarbes,Parnasianismo,Periodistas de Francia del siglo XIX,Poetas de Francia del siglo XIX,Sepultados en el cementerio de Montmartre,Théophile Gautier,Viajeros del siglo XIX por España	Charles Baudelaire,Gérard de Nerval,Honoré de Balzac,Victor Hugo	Unknown	Unknown
Ãltimo deseo	0.61	Gautier, Téophile	Gautier	Téophile	Mexico	Romanticismo	https://es.wikipedia.org/wiki/Th%C3%A9ophile_Gautier	Críticos de teatro de Francia,Críticos literarios de Francia,Dramaturgos de Francia del siglo XIX,Escritores costumbristas,Escritores en francés del siglo XIX,Fallecidos en 1872,Fallecidos en Neuilly-sur-Seine,Fotógrafos de Francia del siglo XIX,Hombres,Nacidos en 1811,Nacidos en Tarbes,Parnasianismo,Periodistas de Francia del siglo XIX,Poetas de Francia del siglo XIX,Sepultados en el cementerio de Montmartre,Théophile Gautier,Viajeros del siglo XIX por España	Charles Baudelaire,Gérard de Nerval,Honoré de Balzac,Victor Hugo	Unknown	Unknown
Alza tus brazos...	0.45	Gelman, Juan	Gelman	Juan	Argentina	Romanticismo	https://es.wikipedia.org/wiki/Juan_Gelman	Alumnado del Colegio Nacional de Buenos Aires,Beneficiarios de indultos presidenciales de Argentina,Emigrantes argentinos hacia México,Escritores en español del siglo XX,Escritores en español del siglo XXI,Exiliados argentinos en México,Exiliados del Proceso de Reorganización Nacional,Fallecidos en 2014,Fallecidos en Ciudad de México,Ganadores del Premio Cervantes,Hombres,Judíos asquenazíes de Argentina,Judíos de Argentina,Miembros de Montoneros,Militantes de la Federación Juvenil Comunista de Argentina,Militantes del Partido Comunista (Argentina),Nacidos en 1930,Nacidos en Buenos Aires,Periodistas masculinos de Argentina,Poetas de Argentina del siglo XX,Poetas de Argentina del siglo XXI,Poetas de género masculino de Argentina,Poetas de la ciudad de Buenos Aires,Premio Iberoamericano de Poesía Pablo Neruda,Traductores de Argentina	Adolfo Bioy Casares,Alberto Moravia,Antonio Cisneros,Antonio Gamoneda,Augusto Roa Bastos,César Vallejo,Ernesto Cardenal,Gabriel García Márquez,Günter Grass,Jorge Luis Borges,José Saramago,José Watanabe,Juan Carlos Onetti,Juana Bignozzi,Mario Benedetti,Nicanor Parra,Octavio Paz,Pablo Neruda,Ramón López Velarde,Roberto Fernández Retamar,Roque Dalton	Unknown	Unknown
Ausencia de amor	0.45	Gelman, Juan	Gelman	Juan	Argentina	Romanticismo	https://es.wikipedia.org/wiki/Juan_Gelman	Alumnado del Colegio Nacional de Buenos Aires,Beneficiarios de indultos presidenciales de Argentina,Emigrantes argentinos hacia México,Escritores en español del siglo XX,Escritores en español del siglo XXI,Exiliados argentinos en México,Exiliados del Proceso de Reorganización Nacional,Fallecidos en 2014,Fallecidos en Ciudad de México,Ganadores del Premio Cervantes,Hombres,Judíos asquenazíes de Argentina,Judíos de Argentina,Miembros de Montoneros,Militantes de la Federación Juvenil Comunista de Argentina,Militantes del Partido Comunista (Argentina),Nacidos en 1930,Nacidos en Buenos Aires,Periodistas masculinos de Argentina,Poetas de Argentina del siglo XX,Poetas de Argentina del siglo XXI,Poetas de género masculino de Argentina,Poetas de la ciudad de Buenos Aires,Premio Iberoamericano de Poesía Pablo Neruda,Traductores de Argentina	Adolfo Bioy Casares,Alberto Moravia,Antonio Cisneros,Antonio Gamoneda,Augusto Roa Bastos,César Vallejo,Ernesto Cardenal,Gabriel García Márquez,Günter Grass,Jorge Luis Borges,José Saramago,José Watanabe,Juan Carlos Onetti,Juana Bignozzi,Mario Benedetti,Nicanor Parra,Octavio Paz,Pablo Neruda,Ramón López Velarde,Roberto Fernández Retamar,Roque Dalton	Unknown	Unknown
Certezas	0.45	Gelman, Juan	Gelman	Juan	Argentina	Romanticismo	https://es.wikipedia.org/wiki/Juan_Gelman	Alumnado del Colegio Nacional de Buenos Aires,Beneficiarios de indultos presidenciales de Argentina,Emigrantes argentinos hacia México,Escritores en español del siglo XX,Escritores en español del siglo XXI,Exiliados argentinos en México,Exiliados del Proceso de Reorganización Nacional,Fallecidos en 2014,Fallecidos en Ciudad de México,Ganadores del Premio Cervantes,Hombres,Judíos asquenazíes de Argentina,Judíos de Argentina,Miembros de Montoneros,Militantes de la Federación Juvenil Comunista de Argentina,Militantes del Partido Comunista (Argentina),Nacidos en 1930,Nacidos en Buenos Aires,Periodistas masculinos de Argentina,Poetas de Argentina del siglo XX,Poetas de Argentina del siglo XXI,Poetas de género masculino de Argentina,Poetas de la ciudad de Buenos Aires,Premio Iberoamericano de Poesía Pablo Neruda,Traductores de Argentina	Adolfo Bioy Casares,Alberto Moravia,Antonio Cisneros,Antonio Gamoneda,Augusto Roa Bastos,César Vallejo,Ernesto Cardenal,Gabriel García Márquez,Günter Grass,Jorge Luis Borges,José Saramago,José Watanabe,Juan Carlos Onetti,Juana Bignozzi,Mario Benedetti,Nicanor Parra,Octavio Paz,Pablo Neruda,Ramón López Velarde,Roberto Fernández Retamar,Roque Dalton	Unknown	Unknown
Comentario I	0.45	Gelman, Juan	Gelman	Juan	Argentina	Romanticismo	https://es.wikipedia.org/wiki/Juan_Gelman	Alumnado del Colegio Nacional de Buenos Aires,Beneficiarios de indultos presidenciales de Argentina,Emigrantes argentinos hacia México,Escritores en español del siglo XX,Escritores en español del siglo XXI,Exiliados argentinos en México,Exiliados del Proceso de Reorganización Nacional,Fallecidos en 2014,Fallecidos en Ciudad de México,Ganadores del Premio Cervantes,Hombres,Judíos asquenazíes de Argentina,Judíos de Argentina,Miembros de Montoneros,Militantes de la Federación Juvenil Comunista de Argentina,Militantes del Partido Comunista (Argentina),Nacidos en 1930,Nacidos en Buenos Aires,Periodistas masculinos de Argentina,Poetas de Argentina del siglo XX,Poetas de Argentina del siglo XXI,Poetas de género masculino de Argentina,Poetas de la ciudad de Buenos Aires,Premio Iberoamericano de Poesía Pablo Neruda,Traductores de Argentina	Adolfo Bioy Casares,Alberto Moravia,Antonio Cisneros,Antonio Gamoneda,Augusto Roa Bastos,César Vallejo,Ernesto Cardenal,Gabriel García Márquez,Günter Grass,Jorge Luis Borges,José Saramago,José Watanabe,Juan Carlos Onetti,Juana Bignozzi,Mario Benedetti,Nicanor Parra,Octavio Paz,Pablo Neruda,Ramón López Velarde,Roberto Fernández Retamar,Roque Dalton	Unknown	Unknown
Costumbres	0.45	Gelman, Juan	Gelman	Juan	Argentina	Romanticismo	https://es.wikipedia.org/wiki/Juan_Gelman	Alumnado del Colegio Nacional de Buenos Aires,Beneficiarios de indultos presidenciales de Argentina,Emigrantes argentinos hacia México,Escritores en español del siglo XX,Escritores en español del siglo XXI,Exiliados argentinos en México,Exiliados del Proceso de Reorganización Nacional,Fallecidos en 2014,Fallecidos en Ciudad de México,Ganadores del Premio Cervantes,Hombres,Judíos asquenazíes de Argentina,Judíos de Argentina,Miembros de Montoneros,Militantes de la Federación Juvenil Comunista de Argentina,Militantes del Partido Comunista (Argentina),Nacidos en 1930,Nacidos en Buenos Aires,Periodistas masculinos de Argentina,Poetas de Argentina del siglo XX,Poetas de Argentina del siglo XXI,Poetas de género masculino de Argentina,Poetas de la ciudad de Buenos Aires,Premio Iberoamericano de Poesía Pablo Neruda,Traductores de Argentina	Adolfo Bioy Casares,Alberto Moravia,Antonio Cisneros,Antonio Gamoneda,Augusto Roa Bastos,César Vallejo,Ernesto Cardenal,Gabriel García Márquez,Günter Grass,Jorge Luis Borges,José Saramago,José Watanabe,Juan Carlos Onetti,Juana Bignozzi,Mario Benedetti,Nicanor Parra,Octavio Paz,Pablo Neruda,Ramón López Velarde,Roberto Fernández Retamar,Roque Dalton	Unknown	Unknown
El juego en que andamos...	0.45	Gelman, Juan	Gelman	Juan	Argentina	Romanticismo	https://es.wikipedia.org/wiki/Juan_Gelman	Alumnado del Colegio Nacional de Buenos Aires,Beneficiarios de indultos presidenciales de Argentina,Emigrantes argentinos hacia México,Escritores en español del siglo XX,Escritores en español del siglo XXI,Exiliados argentinos en México,Exiliados del Proceso de Reorganización Nacional,Fallecidos en 2014,Fallecidos en Ciudad de México,Ganadores del Premio Cervantes,Hombres,Judíos asquenazíes de Argentina,Judíos de Argentina,Miembros de Montoneros,Militantes de la Federación Juvenil Comunista de Argentina,Militantes del Partido Comunista (Argentina),Nacidos en 1930,Nacidos en Buenos Aires,Periodistas masculinos de Argentina,Poetas de Argentina del siglo XX,Poetas de Argentina del siglo XXI,Poetas de género masculino de Argentina,Poetas de la ciudad de Buenos Aires,Premio Iberoamericano de Poesía Pablo Neruda,Traductores de Argentina	Adolfo Bioy Casares,Alberto Moravia,Antonio Cisneros,Antonio Gamoneda,Augusto Roa Bastos,César Vallejo,Ernesto Cardenal,Gabriel García Márquez,Günter Grass,Jorge Luis Borges,José Saramago,José Watanabe,Juan Carlos Onetti,Juana Bignozzi,Mario Benedetti,Nicanor Parra,Octavio Paz,Pablo Neruda,Ramón López Velarde,Roberto Fernández Retamar,Roque Dalton	Unknown	Unknown
Epitafio	0.45	Gelman, Juan	Gelman	Juan	Argentina	Romanticismo	https://es.wikipedia.org/wiki/Juan_Gelman	Alumnado del Colegio Nacional de Buenos Aires,Beneficiarios de indultos presidenciales de Argentina,Emigrantes argentinos hacia México,Escritores en español del siglo XX,Escritores en español del siglo XXI,Exiliados argentinos en México,Exiliados del Proceso de Reorganización Nacional,Fallecidos en 2014,Fallecidos en Ciudad de México,Ganadores del Premio Cervantes,Hombres,Judíos asquenazíes de Argentina,Judíos de Argentina,Miembros de Montoneros,Militantes de la Federación Juvenil Comunista de Argentina,Militantes del Partido Comunista (Argentina),Nacidos en 1930,Nacidos en Buenos Aires,Periodistas masculinos de Argentina,Poetas de Argentina del siglo XX,Poetas de Argentina del siglo XXI,Poetas de género masculino de Argentina,Poetas de la ciudad de Buenos Aires,Premio Iberoamericano de Poesía Pablo Neruda,Traductores de Argentina	Adolfo Bioy Casares,Alberto Moravia,Antonio Cisneros,Antonio Gamoneda,Augusto Roa Bastos,César Vallejo,Ernesto Cardenal,Gabriel García Márquez,Günter Grass,Jorge Luis Borges,José Saramago,José Watanabe,Juan Carlos Onetti,Juana Bignozzi,Mario Benedetti,Nicanor Parra,Octavio Paz,Pablo Neruda,Ramón López Velarde,Roberto Fernández Retamar,Roque Dalton	Unknown	Unknown
Escribo en el olvido...	0.45	Gelman, Juan	Gelman	Juan	Argentina	Romanticismo	https://es.wikipedia.org/wiki/Juan_Gelman	Alumnado del Colegio Nacional de Buenos Aires,Beneficiarios de indultos presidenciales de Argentina,Emigrantes argentinos hacia México,Escritores en español del siglo XX,Escritores en español del siglo XXI,Exiliados argentinos en México,Exiliados del Proceso de Reorganización Nacional,Fallecidos en 2014,Fallecidos en Ciudad de México,Ganadores del Premio Cervantes,Hombres,Judíos asquenazíes de Argentina,Judíos de Argentina,Miembros de Montoneros,Militantes de la Federación Juvenil Comunista de Argentina,Militantes del Partido Comunista (Argentina),Nacidos en 1930,Nacidos en Buenos Aires,Periodistas masculinos de Argentina,Poetas de Argentina del siglo XX,Poetas de Argentina del siglo XXI,Poetas de género masculino de Argentina,Poetas de la ciudad de Buenos Aires,Premio Iberoamericano de Poesía Pablo Neruda,Traductores de Argentina	Adolfo Bioy Casares,Alberto Moravia,Antonio Cisneros,Antonio Gamoneda,Augusto Roa Bastos,César Vallejo,Ernesto Cardenal,Gabriel García Márquez,Günter Grass,Jorge Luis Borges,José Saramago,José Watanabe,Juan Carlos Onetti,Juana Bignozzi,Mario Benedetti,Nicanor Parra,Octavio Paz,Pablo Neruda,Ramón López Velarde,Roberto Fernández Retamar,Roque Dalton	Unknown	Unknown
