Título	Tiempo de Lectura (min)	Nombre Completo Autor	Apellido Autor	Primer Nombre Autor	País	Género	URL Wikipedia	Categorías	Autores relacionados	Año de nacimiento	Año de muerte
Suave como los tallos del papiro...	0.45	Palés Matos, Luis	Palés Matos	Luis	Puerto Rico	Novela	https://es.wikipedia.org/wiki/Luis_Pal%C3%A9s_Matos	Escritores de Puerto Rico,Escritores en español,Fallecidos en 1959,Fallecidos en San Juan (Puerto Rico),Hombres,Nacidos en 1898,Periodistas de Puerto Rico,Poetas de Puerto Rico	E.T.A. Hoffmann,Julio Verne,Nicolás Guillén	1898	1959
Ten con ten	0.91	Palés Matos, Luis	Palés Matos	Luis	Puerto Rico	Novela	https://es.wikipedia.org/wiki/Luis_Pal%C3%A9s_Matos	Escritores de Puerto Rico,Escritores en español,Fallecidos en 1959,Fallecidos en San Juan (Puerto Rico),Hombres,Nacidos en 1898,Periodistas de Puerto Rico,Poetas de Puerto Rico	E.T.A. Hoffmann,Julio Verne,Nicolás Guillén	1898	1959
Topografía	1.185	Palés Matos, Luis	Palés Matos	Luis	Puerto Rico	Novela	https://es.wikipedia.org/wiki/Luis_Pal%C3%A9s_Matos	Escritores de Puerto Rico,Escritores en español,Fallecidos en 1959,Fallecidos en San Juan (Puerto Rico),Hombres,Nacidos en 1898,Periodistas de Puerto Rico,Poetas de Puerto Rico	E.T.A. Hoffmann,Julio Verne,Nicolás Guillén	1898	1959
Tuntún de pasa y grifería...	1.23	Palés Matos, Luis	Palés Matos	Luis	Puerto Rico	Novela	https://es.wikipedia.org/wiki/Luis_Pal%C3%A9s_Matos	Escritores de Puerto Rico,Escritores en español,Fallecidos en 1959,Fallecidos en San Juan (Puerto Rico),Hombres,Nacidos en 1898,Periodistas de Puerto Rico,Poetas de Puerto Rico	E.T.A. Hoffmann,Julio Verne,Nicolás Guillén	1898	1959
Un botonazo de luz...	0.385	Palés Matos, Luis	Palés Matos	Luis	Puerto Rico	Novela	https://es.wikipedia.org/wiki/Luis_Pal%C3%A9s_Matos	Escritores de Puerto Rico,Escritores en español,Fallecidos en 1959,Fallecidos en San Juan (Puerto Rico),Hombres,Nacidos en 1898,Periodistas de Puerto Rico,Poetas de Puerto Rico	E.T.A. Hoffmann,Julio Verne,Nicolás Guillén	1898	1959
Una risotada...	0.95	Palés Matos, Luis	Palés Matos	Luis	Puerto Rico	Novela	https://es.wikipedia.org/wiki/Luis_Pal%C3%A9s_Matos	Escritores de Puerto Rico,Escritores en español,Fallecidos en 1959,Fallecidos en San Juan (Puerto Rico),Hombres,Nacidos en 1898,Periodistas de Puerto Rico,Poetas de Puerto Rico	E.T.A. Hoffmann,Julio Verne,Nicolás Guillén	1898	1959
Yo adoro	0.42	Palés Matos, Luis	Palés Matos	Luis	Puerto Rico	Novela	https://es.wikipedia.org/wiki/Luis_Pal%C3%A9s_Matos	Escritores de Puerto Rico,Escritores en español,Fallecidos en 1959,Fallecidos en San Juan (Puerto Rico),Hombres,Nacidos en 1898,Periodistas de Puerto Rico,Poetas de Puerto Rico	E.T.A. Hoffmann,Julio Verne,Nicolás Guillén	1898	1959
Yo adoro a una mujer meditabunda...	0.42	Palés Matos, Luis	Palés Matos	Luis	Puerto Rico	Novela	https://es.wikipedia.org/wiki/Luis_Pal%C3%A9s_Matos	Escritores de Puerto Rico,Escritores en español,Fallecidos en 1959,Fallecidos en San Juan (Puerto Rico),Hombres,Nacidos en 1898,Periodistas de Puerto Rico,Poetas de Puerto Rico	E.T.A. Hoffmann,Julio Verne,Nicolás Guillén	1898	1959
Yo no sé si soy sonámbulo o neurótico...	0.47	Palés Matos, Luis	Palés Matos	Luis	Puerto Rico	Novela	https://es.wikipedia.org/wiki/Luis_Pal%C3%A9s_Matos	Escritores de Puerto Rico,Escritores en español,Fallecidos en 1959,Fallecidos en San Juan (Puerto Rico),Hombres,Nacidos en 1898,Periodistas de Puerto Rico,Poetas de Puerto Rico	E.T.A. Hoffmann,Julio Verne,Nicolás Guillén	1898	1959
Yo soy un amplio personaje...	2.89	Palés Matos, Luis	Palés Matos	Luis	Puerto Rico	Novela	https://es.wikipedia.org/wiki/Luis_Pal%C3%A9s_Matos	Escritores de Puerto Rico,Escritores en español,Fallecidos en 1959,Fallecidos en San Juan (Puerto Rico),Hombres,Nacidos en 1898,Periodistas de Puerto Rico,Poetas de Puerto Rico	E.T.A. Hoffmann,Julio Verne,Nicolás Guillén	1898	1959
¡Cómo apagas mi sed!...	0.34	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Cuando el cielo al morir se va espaciando...	0.505	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Decir con el lenguaje	0.43	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Desde mi vieja orilla, desde la fe que siento...	0.615	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
El hombre coge en sueños la mano que le tiende...	0.625	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
El peso del mundo	4.015	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Es verdad tu hermosura. Es verdad. ¡Cómo entra!...	3.0	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Escrito a cada instante	0.7	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Estamos siempre solos. Cae el viento...	0.42	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Hasta mañana dices, y tu voz	0.96	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Hoy te miro lentamente...	1.665	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Ignorando mi vida...	0.475	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
La gracia cenicienta de la encina...	0.445	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Lejana como Dios, pero más cerca	0.54	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Llenando el mundo el sol abre...	4.015	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Los hijos	0.505	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Otra vez como en sueños mi corazón se empaña...	0.605	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Palabra vehemente de las cosas	0.395	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Para inventar a Dios, nuestra palabra...	0.7	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Pequeño canto a la Sequeda	1.585	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Señor, el viejo tronco se desgaja...	0.465	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Sola tú junto a mí, junto a mi pecho...	0.53	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
¿Tan alegre estás tú que te has quedado?...	0.565	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Te haces al deshacerte más hermosa...	0.44	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Todos los veranos...	1.585	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Una luz vehemente y oscura, de tormenta...	0.585	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Voy bebiendo en la luz, y desde dentro...	0.495	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Ya empieza tu sonrisa...	0.675	Panero, Leopoldo	Panero	Leopoldo	España	Romanticismo	https://es.wikipedia.org/wiki/Leopoldo_Panero	Alumnos de Derecho de la Universidad de Valladolid,Delegación Nacional de Prensa y Propaganda,Escritores de España de la Generación del 36,Escritores de la provincia de León,Escritores en español del siglo XX,Espadaña,Fallecidos en 1962,Fallecidos en la provincia de León,Hombres,Nacidos en 1909,Nacidos en Astorga,Poetas de España del siglo XX,Premio Fastenrath	Antonio Machado,César Vallejo,Dionisio Ridruejo,Federico García Lorca,Gerardo Diego,Juan Luis Panero,Leopoldo María Panero,Luis Cernuda,Luis Felipe Vivanco,Manuel Machado,Miguel de Unamuno,Pablo Neruda	1909	1962
Álbum de ignorado origen	0.455	Pardo Bazán, Emilia	Pardo Bazán	Emilia	España	Romanticismo	https://es.wikipedia.org/wiki/Emilia_Pardo_Baz%C3%A1n	Académicos numerarios de la Real Academia Gallega,Aliadófilos en España durante la Primera Guerra Mundial,Antidarwinismo en España,Antisemitismo en España,Ateneístas,Catedráticos de la Universidad Complutense de Madrid,Condes de España,Creacionistas,Críticos de teatro de España,Críticos literarios de España del siglo XIX,Críticos literarios de España del siglo XX,Damas de la Orden de las Damas Nobles de la Reina María Luisa,Emilia Pardo Bazán,Escritoras de España,Escritoras feministas de España,Escritores católicos de España,Escritores costumbristas de España,Escritores de España del Realismo,Escritores de España del siglo XIX,Escritores de España del siglo XX,Escritores de la provincia de La Coruña,Escritores en español,Escritores sobre el carlismo,Españolas del siglo XIX,Españolas del siglo XX,Fallecidos en 1921,Fallecidos en Madrid,Feministas de Galicia,Gastrónomas de España,Historia de las mujeres en España,Literatos carlistas,Mujeres,Mujeres novelistas de España,Nacidos en 1851,Nacidos en La Coruña,Novelistas de España del siglo XIX,Novelistas de España del siglo XX,Novelistas de Galicia,Racismo en España,Salonnière,Sepultados en la Sacramental de San Lorenzo y San José	Benito Pérez Galdós,Francisco Pi y Margall,Gertrudis Gómez de Avellaneda,José María Gabriel y Galán,Juan Valera,María de Zayas,Miguel de Unamuno,Pedro Antonio de Alarcón,Ramón de Campoamor,Vicente Blasco Ibáñez,Victor Hugo,Wenceslao Fernández Flórez,Émile Zola	1851	1921
Almas gemelas	0.435	Pardo Bazán, Emilia	Pardo Bazán	Emilia	España	Romanticismo	https://es.wikipedia.org/wiki/Emilia_Pardo_Baz%C3%A1n	Académicos numerarios de la Real Academia Gallega,Aliadófilos en España durante la Primera Guerra Mundial,Antidarwinismo en España,Antisemitismo en España,Ateneístas,Catedráticos de la Universidad Complutense de Madrid,Condes de España,Creacionistas,Críticos de teatro de España,Críticos literarios de España del siglo XIX,Críticos literarios de España del siglo XX,Damas de la Orden de las Damas Nobles de la Reina María Luisa,Emilia Pardo Bazán,Escritoras de España,Escritoras feministas de España,Escritores católicos de España,Escritores costumbristas de España,Escritores de España del Realismo,Escritores de España del siglo XIX,Escritores de España del siglo XX,Escritores de la provincia de La Coruña,Escritores en español,Escritores sobre el carlismo,Españolas del siglo XIX,Españolas del siglo XX,Fallecidos en 1921,Fallecidos en Madrid,Feministas de Galicia,Gastrónomas de España,Historia de las mujeres en España,Literatos carlistas,Mujeres,Mujeres novelistas de España,Nacidos en 1851,Nacidos en La Coruña,Novelistas de España del siglo XIX,Novelistas de España del siglo XX,Novelistas de Galicia,Racismo en España,Salonnière,Sepultados en la Sacramental de San Lorenzo y San José	Benito Pérez Galdós,Francisco Pi y Margall,Gertrudis Gómez de Avellaneda,José María Gabriel y Galán,Juan Valera,María de Zayas,Miguel de Unamuno,Pedro Antonio de Alarcón,Ramón de Campoamor,Vicente Blasco Ibáñez,Victor Hugo,Wenceslao Fernández Flórez,Émile Zola	1851	1921
